branch,geom,direction,k_swing,signal_bar,signal_time,entry_bar,entry_time,entry,sl,tp,r_usd,invalidation,exit_bar,exit_time,exit,reason,gross_r,cost_r,net_r,mae_r,mfe_r,hold_bars,w3_class,ratio31,fib_ok,ret2,ret4,d1_close,d1_ema200,h4_bear,rsi_h1,atr_m15,kind,wyckoff,wyckoff_ratio
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,96442,2025-11-28 15:45:00,96443,2025-11-28 16:00:00,4207.52,4190.243423919751,4224.79657608025,17.27657608024947,4187.83,96452,2025-11-28 18:15:00,4224.79657608025,TP,1.0,0.030098556426030647,0.9699014435739693,-0.26857173426306163,1.0470824725901373,10,C,2.5580568720380534,True,0.6860189573459998,0.4555349698934678,4160.64,3518.152609439225,False,67.9634911092453,6.910630432099636,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,96453,2025-11-28 18:30:00,96454,2025-11-28 18:45:00,4230.09,4212.586308750226,4247.593691249775,17.50369124977442,4187.83,96480,2025-12-01 01:15:00,4247.593691249775,TP,1.0,0.029708019444567246,0.9702919805554328,-0.702708921477274,1.103767183978905,27,C,2.5580568720380534,True,0.6860189573459998,0.4555349698934678,4160.64,3518.152609439225,False,76.03710013335109,7.001476499909728,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,97328,2025-12-11 21:15:00,97329,2025-12-11 21:30:00,4287.98,4272.85091619929,4303.109083800709,15.12908380070985,4272.01,97371,2025-12-12 08:00:00,4303.109083800709,TP,1.0,0.03437088503506087,0.9656291149649391,-0.6365223517069397,1.1249855063399057,43,C,1.88529591214157,True,0.46156192800488793,0.3396440129449793,4239.31,3578.6185593258397,False,75.01460204909313,6.051633520284091,IMPULSE_W5,True,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,97379,2025-12-12 10:00:00,97380,2025-12-12 10:15:00,4328.36,4316.545250128811,4340.174749871188,11.814749871188724,4315.96,97383,2025-12-12 11:00:00,4340.174749871188,TP,1.0,0.04401278111422946,0.9559872188857705,-0.10326075569102139,1.6530184906940966,4,C,2.3596358118361533,False,0.6793120890237584,0.19378349410503826,4285.37,3585.6509119693637,False,82.02563729238928,4.725899948475496,IMPULSE_W5,True,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,97942,2025-12-22 06:45:00,97943,2025-12-22 07:00:00,4435.7,4422.272708174594,4449.127291825405,13.427291825405518,4413.67,97978,2025-12-22 15:45:00,4449.127291825405,TP,1.0,0.03872709454456915,0.9612729054554309,-0.7976291972544942,1.3129974554245354,36,C,2.0926032110091617,False,0.5157683486238454,0.12768872448280225,4351.32,3629.250367013721,False,81.03208558985435,5.370916730162131,IMPULSE_W5,True,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,98296,2025-12-25 23:15:00,98297,2025-12-25 23:30:00,4519.15,4512.212956274174,4526.087043725825,6.937043725825788,4508.69,98299,2025-12-26 00:00:00,4526.087043725825,TP,1.0,0.07495988501039742,0.9250401149896026,-0.808701836362125,1.2757595814270086,3,C,2.7320490367776293,False,0.9737302977233564,0.46666666666669776,4496.84,3655.11266994376,False,57.54375650823217,2.7748174903302067,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,99244,2026-01-08 20:15:00,99245,2026-01-08 20:30:00,4478.46,4461.745619621383,4495.174380378617,16.714380378616625,4455.01,99313,2026-01-09 13:30:00,4495.174380378617,TP,1.0,0.03111093490879607,0.968889065091204,-0.8166620413558751,1.0392248833957392,69,C,1.6611909650924321,True,0.5745379876796753,0.44128553770085377,4477.97,3728.576441010423,False,53.46172946163183,6.685752151446502,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,99377,2026-01-12 05:30:00,99378,2026-01-12 05:45:00,4586.49,4568.70334028182,4604.27665971818,17.78665971818009,4564.9,99392,2026-01-12 09:15:00,4604.27665971818,TP,1.0,0.029235393729858,0.970764606270142,-0.4880061876445179,1.095765045759473,15,C,2.609324758842438,True,0.5564997703261482,0.3065751254290998,4508.45,3743.760405941778,False,70.47221498446336,7.1146638872718615,IMPULSE_W5,True,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,99598,2026-01-14 12:45:00,99599,2026-01-14 13:00:00,4646.91,4632.273985851869,4661.546014148131,14.636014148130926,4624.46,99605,2026-01-14 14:30:00,4632.273985851869,SL,-1.0,0.0355287986699853,-1.0355287986699853,-1.4368666077495802,0.10590314988169937,7,C,1.6617977528090102,True,0.5733146067415777,0.3470250169033096,4604.97,3760.915500995034,False,59.339122544237185,5.854405659252436,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,99963,2026-01-20 08:00:00,99964,2026-01-20 08:15:00,4743.99,4727.524103214279,4760.45589678572,16.46589678572036,4724.27,99987,2026-01-20 14:00:00,4760.45589678572,TP,1.0,0.031580423876515315,0.9684195761234847,-0.4615600412721137,1.6215333028902943,24,C,5.368140243902506,False,0.8163109756097656,0.3511287803492753,4683.97,3795.191608901441,False,72.93082554587383,6.586358714288036,IMPULSE_W5,True,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,100320,2026-01-26 01:15:00,100321,2026-01-26 01:30:00,5107.66,5075.6503363341435,5139.669663665856,32.00966366585635,5066.94,100342,2026-01-26 06:45:00,5139.669663665856,TP,1.0,0.016245094151197435,0.9837549058488025,-0.7772652740034498,1.3227255506955802,22,C,1.771708683473389,False,0.5063803299097394,0.21370223978920297,5007.31,3838.492027762306,False,80.67265793509038,12.80386546634258,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,100513,2026-01-28 01:30:00,100514,2026-01-28 01:45:00,5237.42,5196.9857113769895,5277.854288623011,40.434288623010616,5180.0,100527,2026-01-28 05:00:00,5277.854288623011,TP,1.0,0.012860372167004688,0.9871396278329954,-0.3069177280625506,1.0045929181225557,14,C,5.080035971222941,False,0.9610311750599473,0.3245412167345248,5192.99,3863.98368088451,False,66.1588049920382,16.173715449204245,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,100528,2026-01-28 05:15:00,100529,2026-01-28 05:30:00,5282.39,5248.302541103988,5316.477458896013,34.08745889601232,5180.0,100538,2026-01-28 07:45:00,5316.477458896013,TP,1.0,0.015254877214119106,0.9847451227858809,-0.2722408856673756,1.0540533428909424,10,C,5.080035971222941,False,0.9610311750599473,0.3245412167345248,5192.99,3863.98368088451,False,74.9660321524357,13.634983558404873,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,101353,2026-02-09 19:30:00,101354,2026-02-09 19:45:00,5085.72,5057.761691069729,5113.678308930272,27.958308930271414,5053.48,101367,2026-02-09 23:00:00,5057.761691069729,SL,-1.0,0.01859912204621855,-1.0185991220462185,-2.9715674223073765,0.38986621212264505,14,C,2.0264370603929436,True,0.6495270434149898,0.46104129263914245,4942.27,3954.574094199169,False,63.51695629397735,11.18332357210873,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,102727,2026-03-02 03:00:00,102728,2026-03-02 03:15:00,5400.99,5354.837157784916,5447.142842215084,46.15284221508409,5351.84,102744,2026-03-02 07:15:00,5447.142842215084,TP,1.0,0.011266911744604298,0.9887330882553957,-0.3783082289630605,1.2709943133432433,17,C,3.8222771336247465,True,0.7272381676487321,0.43676960564921113,5290.66,4111.518848551176,False,79.1951830680138,18.461136886033678,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,104345,2026-03-24 23:30:00,104346,2026-03-24 23:45:00,4541.17,4483.66701460356,4598.67298539644,57.502985396439726,4452.4,104393,2026-03-25 11:30:00,4598.67298539644,TP,1.0,0.00904300874841527,0.9909569912515848,-0.22885768294066086,1.0550756553199137,48,C,1.7730092416761687,True,0.7728826433725833,0.4755444484112837,4447.45,4241.480135459288,True,60.89472729787908,23.00119415857598,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,104681,2026-03-30 11:30:00,104682,2026-03-30 11:45:00,4566.14,4536.096126666817,4596.183873333183,30.043873333183,4521.85,104690,2026-03-30 13:45:00,4536.096126666817,SL,-1.0,0.017308021313805363,-1.0173080213138053,-1.5999934318358358,0.4952756868258187,9,C,2.41590026568566,True,0.7645616186388643,0.2847474832924443,4501.27,4251.261355821756,True,59.938108611329625,12.017549333273054,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,105457,2026-04-09 13:30:00,105458,2026-04-09 13:45:00,4762.98,4737.812731148739,4788.14726885126,25.167268851260815,4724.81,105461,2026-04-09 14:30:00,4737.812731148739,SL,-1.0,0.020661757263897525,-1.0206617572638976,-1.008452691072505,0.013906952004560864,4,C,2.100749375520325,False,0.8925895087426815,0.42944906856915455,4702.52,4284.325718925843,True,54.74983780051301,10.066907540504346,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,105759,2026-04-14 17:00:00,105760,2026-04-14 17:15:00,4811.77,4784.707168422201,4838.8328315778,27.062831577799443,4776.3,105770,2026-04-14 19:45:00,4838.8328315778,TP,1.0,0.019214545178139218,0.9807854548218607,-0.08572643233325936,1.0083941113681125,11,C,1.9042316258351264,True,0.6789161098737795,0.4608187134502876,4741.09,4297.818024730102,False,67.40592496540894,10.825132631119915,IMPULSE_W5,False,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,107283,2026-05-06 14:00:00,107284,2026-05-06 14:15:00,4699.45,4668.818733946496,4730.081266053504,30.631266053504078,4652.31,107294,2026-05-06 16:45:00,4668.818733946496,SL,-1.0,0.016976118423956375,-1.0169761184239563,-1.0055085528035757,0.17008764805541024,11,C,3.9931034482758787,False,0.909425287356331,0.34588370754173675,4584.31,4354.94817648177,True,71.62294788444763,12.252506421401534,IMPULSE_W5,True,
B04_LONG_EXTW3_RSI,G_BASE47,1,2.0,107371,2026-05-07 12:00:00,107372,2026-05-07 12:15:00,4735.11,4713.585731150696,4756.634268849303,21.524268849303553,4710.07,107387,2026-05-07 16:00:00,4713.585731150696,SL,-1.0,0.024158776478803615,-1.0241587764788036,-1.4002798520598594,0.9705323858504142,16,C,1.7340301974448133,False,0.7941347270615552,0.5207635632953823,4687.19,4358.254065272997,False,69.62070516489567,8.609707539721372,IMPULSE_W5,False,
